"","SYMBOL","ENSEMBL","ENTREZID"
"15726","STEAP1","ENSG00000164647","26872"
"15727","LINC01013","ENSG00000228495","100507254"
"15728","RNF216-IT1","ENSG00000237738","100874342"
"15729","SPC24","ENSG00000161888","147841"
"15730","PKIA-AS1","ENSG00000254266","101927003"
"15731","LINC01486","ENSG00000256560","101928138"
"15732","KRT24","ENSG00000167916","192666"
"15733","SERPINC1","ENSG00000117601","462"
"15734","OR4K5","ENSG00000176281","79317"
"15735","H3P2","ENSG00000237279","115482681"
"15736","MYT1","ENSG00000196132","4661"
"15737","MYT1","ENSG00000276876","4661"
"15738","PTGFRN","ENSG00000134247","5738"
"15739","ECM2","ENSG00000106823","1842"
"15740","DRAP1","ENSG00000175550","10589"
"15741","HPGD","ENSG00000164120","3248"
"15742","CAPN8","ENSG00000203697","388743"
"15743","RBBP6","ENSG00000122257","5930"
"15744","GPKOW","ENSG00000068394","27238"
"15745","PRDX1","ENSG00000117450","5052"
"15746","MTMR10","ENSG00000166912","54893"
"15747","MTMR10","ENSG00000277086","54893"
"15748","RNLS","ENSG00000184719","55328"
"15749","LRRC37A6P","ENSG00000230445","387646"
"15750","ITIH1","ENSG00000055957","3697"
"15751","LOC101926933","ENSG00000257285","101926933"
"15752","MSL3P1","ENSG00000224287","151507"
"15753","SMAD6","ENSG00000137834","4091"
"15754","ACCS","ENSG00000110455","84680"
"15755","SZRD1","ENSG00000055070","26099"
"15756","DELE1","ENSG00000081791","9812"
"15757","SCRT2","ENSG00000215397","85508"
"15758","LOC102724265","ENSG00000255980","102724265"
"15759","DBX2","ENSG00000185610","440097"
"15760","GPATCH2L","ENSG00000089916","55668"
"15761","NCOA1","ENSG00000084676","8648"
"15762","OR6F1","ENSG00000169214","343169"
"15763","MIR1180","ENSG00000221540","100302256"
"15764","EFCAB10","ENSG00000185055","100130771"
"15765","COPS2","ENSG00000166200","9318"
"15766","LOC101927974","ENSG00000241764","101927974"
"15767","LINC00350","ENSG00000225316","100874136"
"15768","ZFP28","ENSG00000196867","140612"
"15769","MIR200A","ENSG00000207607","406983"
"15770","OR56A5","ENSG00000188691","390084"
"15771","CXXC5-AS1","ENSG00000250635","111082989"
"15772","GNRH2","ENSG00000125787","2797"
"15773","KRT82","ENSG00000161850","3888"
"15774","SHROOM2","ENSG00000146950","357"
"15775","GABRG1","ENSG00000163285","2565"
"15776","FBXO6","ENSG00000116663","26270"
"15777","RPS16","ENSG00000105193","6217"
"15778","NAXD","ENSG00000213995","55739"
"15779","HOXC-AS3","ENSG00000251151","100874365"
"15780","MTG2","ENSG00000101181","26164"
"15781","FAM98B","ENSG00000171262","283742"
"15782","FOXP1-AS1","ENSG00000244203","104502416"
"15783","C12orf49","ENSG00000111412","79794"
"15784","RRP7BP","ENSG00000182841","91695"
"15785","LAMA5-AS1","ENSG00000228812","101928158"
"15786","KCNC2","ENSG00000166006","3747"
"15787","KRBOX1","ENSG00000240747","100506243"
"15788","STMN3","ENSG00000197457","50861"
"15789","MT1X","ENSG00000187193","4501"
"15790","MRPL38","ENSG00000204316","64978"
"15791","ATP5MC2","ENSG00000135390","517"
"15792","KLHL33","ENSG00000185271","123103"
"15793","CDH23","ENSG00000107736","64072"
"15794","SYNCRIP","ENSG00000135316","10492"
"15795","HCFC1R1","ENSG00000103145","54985"
"15796","ORC1","ENSG00000085840","4998"
"15797","MIR1915HG","ENSG00000204682","399726"
"15798","KIN","ENSG00000151657","22944"
"15799","PCSK6","ENSG00000140479","5046"
"15800","LINC01629","ENSG00000258602","105370578"
"15801","TEX15","ENSG00000133863","56154"
"15802","LINC01733","ENSG00000226203","101926955"
"15803","LINC01755","ENSG00000233079","105378738"
"15804","CH25H","ENSG00000138135","9023"
"15805","FRG2KP","ENSG00000261741","102724018"
"15806","SYT5","ENSG00000129990","6861"
"15807","GSTA1","ENSG00000243955","2938"
"15808","TDRD9","ENSG00000156414","122402"
"15809","RPS28","ENSG00000233927","6234"
"15810","USF2","ENSG00000105698","7392"
"15811","ANKRD35","ENSG00000198483","148741"
"15812","LOC613206","ENSG00000235204","613206"
"15813","LINC01805","ENSG00000223863","105374774"
"15814","SFPQ","ENSG00000116560","6421"
"15815","LINC02093","ENSG00000234634","105371541"
"15816","LMBR1","ENSG00000105983","64327"
"15817","BTNL9","ENSG00000165810","153579"
"15818","SPACA6P-AS","ENSG00000269959","102238594"
"15819","CROCCP2","ENSG00000215908","84809"
"15820","KPTN","ENSG00000118162","11133"
"15821","SPIN2B","ENSG00000186787","474343"
"15822","PPBPP2","ENSG00000248848","10895"
"15823","CDH17","ENSG00000079112","1015"
"15824","TMCC1","ENSG00000172765","23023"
"15825","ALKAL1","ENSG00000196711","389658"
"15826","SATB2","ENSG00000119042","23314"
"15827","MRGBP","ENSG00000101189","55257"
"15828","ZXDC","ENSG00000070476","79364"
"15829","IL36G","ENSG00000136688","56300"
"15830","APBA3","ENSG00000011132","9546"
"15831","LINC02027","ENSG00000243694","728290"
"15832","GPR6","ENSG00000146360","2830"
"15833","MIA3","ENSG00000154305","375056"
"15834","LOC101927572","ENSG00000267698","101927572"
"15835","LINC02418","ENSG00000214039","100190940"
"15836","CABP4","ENSG00000175544","57010"
"15837","MEIS2","ENSG00000134138","4212"
"15838","MIR483","ENSG00000207805","619552"
"15839","MYBBP1A","ENSG00000132382","10514"
"15840","MIR7515HG","ENSG00000236172","102800314"
"15841","MRPL22","ENSG00000082515","29093"
"15842","SLC25A32","ENSG00000164933","81034"
"15843","PAPOLA","ENSG00000090060","10914"
"15844","RASSF1","ENSG00000068028","11186"
"15845","SCARF1","ENSG00000074660","8578"
"15846","SCARF1","ENSG00000276336","8578"
"15847","TMC3","ENSG00000188869","342125"
"15848","EMILIN3","ENSG00000183798","90187"
"15849","MCIDAS","ENSG00000234602","345643"
"15850","REEP1","ENSG00000068615","65055"
"15851","ATXN1L","ENSG00000224470","342371"
"15852","RPL13AP5","ENSG00000236552","728658"
"15853","SLC22A24","ENSG00000197658","283238"
"15854","SPATA9","ENSG00000145757","83890"
"15855","TMEM18","ENSG00000151353","129787"
"15856","SLC9C1","ENSG00000172139","285335"
"15857","SLC9C1","ENSG00000285044","285335"
"15858","SPINK4","ENSG00000122711","27290"
"15859","RXFP3","ENSG00000182631","51289"
"15860","RXFP3","ENSG00000277069","51289"
"15861","TTYH1","ENSG00000167614","57348"
"15862","TTYH1","ENSG00000276537","57348"
"15863","TTYH1","ENSG00000276887","57348"
"15864","TTYH1","ENSG00000275650","57348"
"15865","LILRB2","ENSG00000131042","10288"
"15866","LILRB2","ENSG00000277751","10288"
"15867","LILRB2","ENSG00000276146","10288"
"15868","LILRB2","ENSG00000274513","10288"
"15869","LILRB2","ENSG00000275463","10288"
"15870","CDH4","ENSG00000179242","1002"
"15871","CDH4","ENSG00000280641","1002"
"15872","RETN","ENSG00000104918","56729"
"15873","SMARCD3","ENSG00000082014","6604"
"15874","TRIB1","ENSG00000173334","10221"
"15875","CR1L","ENSG00000197721","1379"
"15876","CYBRD1","ENSG00000071967","79901"
"15877","SLU7","ENSG00000164609","10569"
"15878","CLCNKA","ENSG00000186510","1187"
"15879","ZNF248","ENSG00000198105","57209"
"15880","MAB21L4","ENSG00000172478","79919"
"15881","SSR4P1","ENSG00000235374","728039"
"15882","DBR1","ENSG00000138231","51163"
"15883","GOLGA7","ENSG00000147533","51125"
"15884","SESN2","ENSG00000130766","83667"
"15885","SESN2","ENSG00000285069","83667"
"15886","PRKAR2A","ENSG00000114302","5576"
"15887","FOXN3-AS2","ENSG00000259073","29018"
"15888","SFN","ENSG00000175793","2810"
"15889","SPRY3","ENSG00000168939","10251"
"15890","SELENOT","ENSG00000198843","51714"
"15891","SP2-AS1","ENSG00000234494","100506325"
"15892","CBFB","ENSG00000067955","865"
"15893","PDK4","ENSG00000004799","5166"
"15894","ZIM2","ENSG00000269699","23619"
"15895","SLC9B1","ENSG00000164037","150159"
"15896","CDX4","ENSG00000131264","1046"
"15897","ZNF500","ENSG00000103199","26048"
"15898","S100A6","ENSG00000197956","6277"
"15899","TECTA","ENSG00000109927","7007"
"15900","DPEP3","ENSG00000141096","64180"
"15901","BSPRY","ENSG00000119411","54836"
"15902","ATP10B","ENSG00000118322","23120"
"15903","LEKR1","ENSG00000197980","389170"
"15904","SEMG2","ENSG00000124157","6407"
"15905","SRGAP2B","ENSG00000196369","647135"
"15906","UBQLN4","ENSG00000160803","56893"
"15907","RPL29","ENSG00000162244","6159"
"15908","KRT10","ENSG00000186395","3858"
"15909","DEFB125","ENSG00000178591","245938"
"15910","RBX1","ENSG00000100387","9978"
"15911","LINC02361","ENSG00000256576","100996246"
"15912","RAB14","ENSG00000119396","51552"
"15913","LINC01465","ENSG00000221949","283416"
"15914","MIR4263","ENSG00000265321","100422965"
"15915","MUC17","ENSG00000169876","140453"
"15916","TCERG1","ENSG00000113649","10915"
"15917","PDHB","ENSG00000168291","5162"
"15918","LRRC29","ENSG00000125122","26231"
"15919","TJP2","ENSG00000119139","9414"
"15920","GJA4","ENSG00000187513","2701"
"15921","GABRB1","ENSG00000163288","2560"
"15922","RAB12","ENSG00000206418","201475"
"15923","RASA4","ENSG00000105808","10156"
"15924","C2CD4C","ENSG00000183186","126567"
"15925","ZNF582","ENSG00000018869","147948"
"15926","CTSL3P","ENSG00000188029","392360"
"15927","TDRD3","ENSG00000083544","81550"
"15928","ZNF592","ENSG00000166716","9640"
"15929","ZEB2-AS1","ENSG00000238057","100303491"
"15930","IQSEC2","ENSG00000124313","23096"
"15931","PPM1K-DT","ENSG00000246375","105369192"
"15932","B4GALT7","ENSG00000027847","11285"
"15933","GEMIN6","ENSG00000152147","79833"
"15934","PPAT","ENSG00000128059","5471"
"15935","UPK1A","ENSG00000105668","11045"
"15936","CCER1","ENSG00000197651","196477"
"15937","DEFB119","ENSG00000180483","245932"
"15938","DEPDC1-AS1","ENSG00000234264","101927220"
"15939","TP63","ENSG00000073282","8626"
"15940","SPATA48","ENSG00000164500","100130988"
"15941","LYVE1","ENSG00000133800","10894"
"15942","ZNF565","ENSG00000196357","147929"
"15943","LINC00692","ENSG00000230891","285326"
"15944","MIR3186","ENSG00000266189","100422944"
"15945","SNORD19B","ENSG00000238862","100113381"
"15946","AARSD1","ENSG00000266967","80755"
"15947","OR6N1","ENSG00000197403","128372"
"15948","MATN1-AS1","ENSG00000186056","100129196"
"15949","SNORD69","ENSG00000212452","692109"
"15950","RFC3","ENSG00000133119","5983"
"15951","MYPOP","ENSG00000176182","339344"
"15952","C17orf102","ENSG00000197322","400591"
"15953","OR5AP2","ENSG00000172464","338675"
"15954","LOC100505985","ENSG00000226733","100505985"
"15955","LINC00519","ENSG00000258955","161342"
"15956","TMEM190","ENSG00000160472","147744"
"15957","VGLL1","ENSG00000102243","51442"
"15958","TGM1","ENSG00000092295","7051"
"15959","TGM1","ENSG00000285348","7051"
"15960","CD86","ENSG00000114013","942"
"15961","CCL13","ENSG00000181374","6357"
"15962","B3GALT4","ENSG00000235863","8705"
"15963","B3GALT4","ENSG00000206285","8705"
"15964","B3GALT4","ENSG00000235155","8705"
"15965","B3GALT4","ENSG00000236802","8705"
"15966","B3GALT4","ENSG00000226936","8705"
"15967","GRK4","ENSG00000125388","2868"
"15968","HTR3C","ENSG00000178084","170572"
"15969","VPS33B-DT","ENSG00000214432","101926911"
"15970","MDH1B","ENSG00000138400","130752"
"15971","ASAH2","ENSG00000188611","56624"
"15972","INGX","ENSG00000243468","27160"
"15973","PTPN22","ENSG00000134242","26191"
"15974","LINC01562","ENSG00000203356","105378716"
"15975","GNG4","ENSG00000168243","2786"
"15976","GNG4","ENSG00000282972","2786"
"15977","RHAG","ENSG00000112077","6005"
"15978","CELA2A","ENSG00000142615","63036"
"15979","VN1R4","ENSG00000228567","317703"
"15980","MYDGF","ENSG00000074842","56005"
"15981","COG6","ENSG00000133103","57511"
"15982","ATP11A-AS1","ENSG00000232684","100874205"
"15983","DNAJC22","ENSG00000178401","79962"
"15984","ABCC2","ENSG00000023839","1244"
"15985","PPP3CC","ENSG00000120910","5533"
"15986","OR10G2","ENSG00000255582","26534"
"15987","TBCB","ENSG00000105254","1155"
"15988","KIAA2012-AS1","ENSG00000222035","729224"
"15989","LILRB3","ENSG00000204577","11025"
"15990","LILRB3","ENSG00000277816","11025"
"15991","LILRB3","ENSG00000275019","11025"
"15992","LILRB3","ENSG00000274587","11025"
"15993","SNRNP40","ENSG00000060688","9410"
"15994","IQSEC1","ENSG00000144711","9922"
"15995","MIR1227","ENSG00000221411","100302283"
"15996","RBSN","ENSG00000131381","64145"
"15997","DOC2A","ENSG00000149927","8448"
"15998","GOLGA8S","ENSG00000261739","653061"
"15999","OR8J1","ENSG00000172487","219477"
"16000","OR8J1","ENSG00000262796","219477"
"16001","DGUOK","ENSG00000114956","1716"
"16002","RNF216","ENSG00000011275","54476"
"16003","PTER","ENSG00000165983","9317"
"16004","CAMK2G","ENSG00000148660","818"
"16005","FAM160A2","ENSG00000051009","84067"
"16006","COL7A1","ENSG00000114270","1294"
"16007","KLK11","ENSG00000167757","11012"
"16008","GAB3","ENSG00000160219","139716"
"16009","PALM2AKAP2","ENSG00000157654","445815"
"16010","PALM2AKAP2","ENSG00000241978","445815"
"16011","PALM2AKAP2","ENSG00000243444","445815"
"16012","MITD1","ENSG00000158411","129531"
"16013","E2F6","ENSG00000169016","1876"
"16014","LINC01648","ENSG00000233399","101929406"
"16015","AGBL4-IT1","ENSG00000225623","100874313"
"16016","SMR3A","ENSG00000109208","26952"
"16017","OR4C12","ENSG00000221954","283093"
"16018","OR4C12","ENSG00000284255","283093"
"16019","OR4C11","ENSG00000172188","219429"
"16020","LINC02711","ENSG00000255183","105369423"
"16021","LINC02248","ENSG00000235160","107984780"
"16022","SNORD111","ENSG00000221066","692214"
"16023","LINC02608","ENSG00000226251","101929541"
"16024","LINC00559","ENSG00000261446","100874187"
"16025","SLC25A41","ENSG00000181240","284427"
"16026","OR2D2","ENSG00000166368","120776"
"16027","FSHR","ENSG00000170820","2492"
"16028","PTPDC1","ENSG00000158079","138639"
"16029","EDC3","ENSG00000179151","80153"
"16030","CHD5","ENSG00000116254","26038"
"16031","PBK","ENSG00000168078","55872"
"16032","GPR31","ENSG00000120436","2853"
"16033","SLITRK3","ENSG00000121871","22865"
"16034","LINC00327","ENSG00000232977","100506697"
"16035","TSEN34","ENSG00000170892","79042"
"16036","TSEN34","ENSG00000278622","79042"
"16037","TSEN34","ENSG00000274129","79042"
"16038","TSEN34","ENSG00000278605","79042"
"16039","TSEN34","ENSG00000274078","79042"
"16040","TSEN34","ENSG00000278712","79042"
"16041","TSEN34","ENSG00000275165","79042"
"16042","TSEN34","ENSG00000274796","79042"
"16043","TSEN34","ENSG00000274672","79042"
"16044","TSEN34","ENSG00000273896","79042"
"16045","NACA","ENSG00000196531","4666"
"16046","LOC101929488","ENSG00000253871","101929488"
"16047","LINC00477","ENSG00000197503","144360"
"16048","TMEM132D","ENSG00000151952","121256"
"16049","ZNF799","ENSG00000196466","90576"
"16050","RXFP1","ENSG00000171509","59350"
"16051","OR2AK2","ENSG00000187080","391191"
"16052","CLIC6","ENSG00000159212","54102"
"16053","TSPAN11","ENSG00000110900","441631"
"16054","WDR97","ENSG00000179698","340390"
"16055","ASPN","ENSG00000106819","54829"
"16056","IGSF8","ENSG00000162729","93185"
"16057","MIR3663HG","ENSG00000234474","101927704"
"16058","LOC645513","ENSG00000245958","645513"
"16059","GRIK1","ENSG00000171189","2897"
"16060","IGLL1","ENSG00000128322","3543"
"16061","ZNF133","ENSG00000125846","7692"
"16062","WNT2B","ENSG00000134245","7482"
"16063","H2BC15","ENSG00000233822","8341"
"16064","OR4F13P","ENSG00000214344","390651"
"16065","YEATS4","ENSG00000127337","8089"
"16066","HSD3B2","ENSG00000203859","3284"
"16067","GTPBP2","ENSG00000172432","54676"
"16068","AQP12B","ENSG00000185176","653437"
"16069","SNHG8","ENSG00000269893","100093630"
"16070","CCDC180","ENSG00000197816","100499483"
"16071","TAS1R1","ENSG00000173662","80835"
"16072","HOXA7","ENSG00000122592","3204"
"16073","ABHD17C","ENSG00000136379","58489"
"16074","CYP2C19","ENSG00000165841","1557"
"16075","ARHGAP9","ENSG00000123329","64333"
"16076","ZIK1","ENSG00000171649","284307"
"16077","WNT9B","ENSG00000158955","7484"
"16078","WNT9B","ENSG00000276799","7484"
"16079","DDAH1","ENSG00000153904","23576"
"16080","ZNF865","ENSG00000261221","100507290"
"16081","OR8D4","ENSG00000181518","338662"
"16082","ST6GAL2","ENSG00000144057","84620"
"16083","SPATS1","ENSG00000249481","221409"
"16084","PARP12","ENSG00000059378","64761"
"16085","CYP4V2","ENSG00000145476","285440"
"16086","FBLN2","ENSG00000163520","2199"
"16087","PLOD3","ENSG00000106397","8985"
"16088","MAGEB4","ENSG00000120289","4115"
"16089","BRD9","ENSG00000028310","65980"
"16090","CX3CL1","ENSG00000006210","6376"
"16091","SARDH","ENSG00000123453","1757"
"16092","ZNF337","ENSG00000130684","26152"
"16093","TAPT1-AS1","ENSG00000263327","202020"
"16094","SNTB1","ENSG00000172164","6641"
"16095","SLC35E2B","ENSG00000189339","728661"
"16096","OR52B4","ENSG00000221996","143496"
"16097","IGFBP3","ENSG00000146674","3486"
"16098","MYSM1","ENSG00000162601","114803"
"16099","WDR62","ENSG00000075702","284403"
"16100","ARHGAP4","ENSG00000089820","393"
"16101","LINC02273","ENSG00000245954","100996286"
"16102","XYLB","ENSG00000093217","9942"
"16103","UBL7-AS1","ENSG00000247240","440288"
"16104","FKBP5","ENSG00000096060","2289"
"16105","UNC5D","ENSG00000156687","137970"
"16106","EIF5B","ENSG00000158417","9669"
"16107","GGTA1P","ENSG00000204136","2681"
"16108","EHMT2","ENSG00000204371","10919"
"16109","EHMT2","ENSG00000238134","10919"
"16110","EHMT2","ENSG00000224143","10919"
"16111","EHMT2","ENSG00000206376","10919"
"16112","EHMT2","ENSG00000232045","10919"
"16113","EHMT2","ENSG00000236759","10919"
"16114","EHMT2","ENSG00000227333","10919"
"16115","PWWP3A","ENSG00000160953","84939"
"16116","SUFU","ENSG00000107882","51684"
"16117","ESRP2","ENSG00000103067","80004"
"16118","CXADR","ENSG00000154639","1525"
"16119","AQP10","ENSG00000143595","89872"
"16120","FEM1C","ENSG00000145780","56929"
"16121","LINC02388","ENSG00000257259","101927653"
"16122","SPDYE16","ENSG00000185040","102723555"
"16123","SPDYE16","ENSG00000281950","102723555"
"16124","HIKESHI","ENSG00000149196","51501"
"16125","ARHGAP17","ENSG00000140750","55114"
"16126","ARHGAP17","ENSG00000288353","55114"
"16127","TXNDC12-AS1","ENSG00000228369","104355143"
"16128","LINC01185","ENSG00000228414","400957"
"16129","PRR23D2","ENSG00000255378","100133251"
"16130","PRR23D2","ENSG00000274540","100133251"
"16131","PRR23D2","ENSG00000255251","100133251"
"16132","PRR23D2","ENSG00000284870","100133251"
"16133","STK32B","ENSG00000152953","55351"
"16134","SS18L2","ENSG00000008324","51188"
"16135","SLC6A17","ENSG00000197106","388662"
"16136","H4P1","ENSG00000240680","115482692"
"16137","PDGFRA","ENSG00000134853","5156"
"16138","CORT","ENSG00000241563","1325"
"16139","DTX2","ENSG00000091073","113878"
"16140","DTX2","ENSG00000282379","113878"
"16141","C6orf163","ENSG00000203872","206412"
"16142","LINC01844","ENSG00000236714","101926975"
"16143","STEAP3-AS1","ENSG00000229867","100874111"
"16144","NPRL2","ENSG00000114388","10641"
"16145","LINC02375","ENSG00000256362","101927616"
"16146","IL15RA","ENSG00000134470","3601"
"16147","ROM1","ENSG00000149489","6094"
"16148","SLC43A1","ENSG00000149150","8501"
"16149","LEFTY2","ENSG00000143768","7044"
"16150","NDRG1","ENSG00000104419","10397"
"16151","PPP3R1","ENSG00000221823","5534"
"16152","CFI","ENSG00000205403","3426"
"16153","PKIA","ENSG00000171033","5569"
"16154","BCL2A1","ENSG00000140379","597"
"16155","LMNB1-DT","ENSG00000251072","102723557"
"16156","C16orf46","ENSG00000166455","123775"
"16157","LOC105370616","ENSG00000258792","105370616"
