block_id,drug_row,drug_col,conc_r,conc_c,response,conc_r_unit,conc_c_unit
6,Dasatinib,Gefitinib,0,12.5,64.07875352,uM,uM
6,Dasatinib,Gefitinib,0,25,62.81530425,uM,uM
6,Dasatinib,Gefitinib,0,50,48.4039466,uM,uM
6,Dasatinib,Gefitinib,0.001953125,0.390625,60.51600044,uM,uM
6,Dasatinib,Gefitinib,0.00390625,0.78125,55.86535267,uM,uM
6,Dasatinib,Gefitinib,0.0078125,1.5625,54.31513675,uM,uM
6,Dasatinib,Gefitinib,0.015625,3.125,52.32643118,uM,uM
6,Dasatinib,Gefitinib,0.03125,6.25,56.92983427,uM,uM
6,Dasatinib,Gefitinib,0.0625,12.5,64.26309379,uM,uM
6,Dasatinib,Gefitinib,0.125,25,60.3033994,uM,uM
6,Dasatinib,Gefitinib,0.25,50,31.44280811,uM,uM
6,Dasatinib,Gefitinib,0.001953125,0,88.1899751,uM,uM
6,Dasatinib,Gefitinib,0.00390625,0,79.05764081,uM,uM
6,Dasatinib,Gefitinib,0.0078125,0,71.77620144,uM,uM
6,Dasatinib,Gefitinib,0.015625,0,70.5547987,uM,uM
6,Dasatinib,Gefitinib,0.03125,0,58.91858881,uM,uM
6,Dasatinib,Gefitinib,0.0625,0,45.98581294,uM,uM
6,Dasatinib,Gefitinib,0.125,0,37.54873867,uM,uM
6,Dasatinib,Gefitinib,0.25,0,36.21928877,uM,uM
6,Dasatinib,Gefitinib,0,0.390625,72.84877334,uM,uM
6,Dasatinib,Gefitinib,0,0.78125,65.10893446,uM,uM
6,Dasatinib,Gefitinib,0,1.5625,62.30776272,uM,uM
6,Dasatinib,Gefitinib,0,3.125,61.70816551,uM,uM
6,Dasatinib,Gefitinib,0,6.25,65.44306115,uM,uM
6,Dasatinib,Gefitinib,0,12.5,67.0541926,uM,uM
6,Dasatinib,Gefitinib,0,25,63.14079092,uM,uM
6,Dasatinib,Gefitinib,0,50,22.23239351,uM,uM
6,Dasatinib,Gefitinib,0.001953125,0.390625,62.46302206,uM,uM
6,Dasatinib,Gefitinib,0.00390625,0.78125,57.09161212,uM,uM
6,Dasatinib,Gefitinib,0.0078125,1.5625,56.49996506,uM,uM
6,Dasatinib,Gefitinib,0.015625,3.125,58.14446437,uM,uM
6,Dasatinib,Gefitinib,0.03125,6.25,61.51265985,uM,uM
6,Dasatinib,Gefitinib,0.0625,12.5,65.78928979,uM,uM
6,Dasatinib,Gefitinib,0.125,25,65.01595584,uM,uM
6,Dasatinib,Gefitinib,0.25,50,20.62223879,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0,86.92411924,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0,81.75450058,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0,77.43902439,uM,uM
7,Dasatinib,Sapitinib,0.015625,0,65.31286295,uM,uM
7,Dasatinib,Sapitinib,0.03125,0,55.91245645,uM,uM
7,Dasatinib,Sapitinib,0.0625,0,42.28368177,uM,uM
7,Dasatinib,Sapitinib,0.125,0,34.27700348,uM,uM
7,Dasatinib,Sapitinib,0.25,0,34.28426249,uM,uM
7,Dasatinib,Sapitinib,0,0.00390625,98.2975954,uM,uM
7,Dasatinib,Sapitinib,0,0.0078125,101.2023018,uM,uM
7,Dasatinib,Sapitinib,0,0.015625,99.21216688,uM,uM
7,Dasatinib,Sapitinib,0,0.03125,95.63266425,uM,uM
7,Dasatinib,Sapitinib,0,0.0625,84.81879838,uM,uM
7,Dasatinib,Sapitinib,0,0.125,71.07624854,uM,uM
7,Dasatinib,Sapitinib,0,0.25,58.04274851,uM,uM
7,Dasatinib,Sapitinib,0,0.5,54.49407412,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0.00390625,79.72984131,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0.0078125,77.4609046,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0.015625,64.34929075,uM,uM
7,Dasatinib,Sapitinib,0.015625,0.03125,56.19829252,uM,uM
7,Dasatinib,Sapitinib,0.03125,0.0625,46.31339069,uM,uM
7,Dasatinib,Sapitinib,0.0625,0.125,36.9470086,uM,uM
7,Dasatinib,Sapitinib,0.125,0.25,39.30181482,uM,uM
7,Dasatinib,Sapitinib,0.25,0.5,45.57359182,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0,86.26231208,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0,79.4749315,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0,76.70887951,uM,uM
7,Dasatinib,Sapitinib,0.015625,0,64.57824187,uM,uM
7,Dasatinib,Sapitinib,0.03125,0,57.21321188,uM,uM
7,Dasatinib,Sapitinib,0.0625,0,43.7384285,uM,uM
7,Dasatinib,Sapitinib,0.125,0,31.04125009,uM,uM
7,Dasatinib,Sapitinib,0.25,0,28.54180552,uM,uM
7,Dasatinib,Sapitinib,0,0.00390625,98.62704302,uM,uM
7,Dasatinib,Sapitinib,0,0.0078125,89.90443925,uM,uM
7,Dasatinib,Sapitinib,0,0.015625,106.4351605,uM,uM
7,Dasatinib,Sapitinib,0,0.03125,88.27186635,uM,uM
7,Dasatinib,Sapitinib,0,0.0625,85.94207435,uM,uM
7,Dasatinib,Sapitinib,0,0.125,66.1007899,uM,uM
7,Dasatinib,Sapitinib,0,0.25,56.35322495,uM,uM
7,Dasatinib,Sapitinib,0,0.5,50.39126512,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0.00390625,78.05574636,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0.0078125,75.8396298,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0.015625,68.4393189,uM,uM
7,Dasatinib,Sapitinib,0.015625,0.03125,66.80886447,uM,uM
7,Dasatinib,Sapitinib,0.03125,0.0625,48.24843643,uM,uM
7,Dasatinib,Sapitinib,0.0625,0.125,37.53660388,uM,uM
7,Dasatinib,Sapitinib,0.125,0.25,33.65749611,uM,uM
7,Dasatinib,Sapitinib,0.25,0.5,40.65652001,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0,82.1395613,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0,81.4474338,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0,77.4756868,uM,uM
7,Dasatinib,Sapitinib,0.015625,0,67.92432739,uM,uM
7,Dasatinib,Sapitinib,0.03125,0,58.94086747,uM,uM
7,Dasatinib,Sapitinib,0.0625,0,48.98487968,uM,uM
7,Dasatinib,Sapitinib,0.125,0,36.86377511,uM,uM
7,Dasatinib,Sapitinib,0.25,0,34.18399943,uM,uM
7,Dasatinib,Sapitinib,0,0.00390625,97.78842344,uM,uM
7,Dasatinib,Sapitinib,0,0.0078125,103.1048518,uM,uM
7,Dasatinib,Sapitinib,0,0.015625,100.5510932,uM,uM
7,Dasatinib,Sapitinib,0,0.03125,93.64261787,uM,uM
7,Dasatinib,Sapitinib,0,0.0625,88.71159457,uM,uM
7,Dasatinib,Sapitinib,0,0.125,70.87850737,uM,uM
7,Dasatinib,Sapitinib,0,0.25,60.56622123,uM,uM
7,Dasatinib,Sapitinib,0,0.5,58.91294168,uM,uM
7,Dasatinib,Sapitinib,0.001953125,0.00390625,78.30237962,uM,uM
7,Dasatinib,Sapitinib,0.00390625,0.0078125,77.26838758,uM,uM
7,Dasatinib,Sapitinib,0.0078125,0.015625,70.64291247,uM,uM
7,Dasatinib,Sapitinib,0.015625,0.03125,64.20478086,uM,uM
7,Dasatinib,Sapitinib,0.03125,0.0625,53.11908922,uM,uM
7,Dasatinib,Sapitinib,0.0625,0.125,42.34683768,uM,uM
7,Dasatinib,Sapitinib,0.125,0.25,40.94176139,uM,uM
7,Dasatinib,Sapitinib,0.25,0.5,48.78857205,uM,uM
8,Dasatinib,SGC0946,0.001953125,0,80.70264766,uM,uM
8,Dasatinib,SGC0946,0.00390625,0,84.57230143,uM,uM
8,Dasatinib,SGC0946,0.0078125,0,81.33678948,uM,uM
8,Dasatinib,SGC0946,0.015625,0,70.81558971,uM,uM
8,Dasatinib,SGC0946,0.03125,0,64.31216441,uM,uM
8,Dasatinib,SGC0946,0.0625,0,51.37011665,uM,uM
8,Dasatinib,SGC0946,0.125,0,37.53934457,uM,uM
8,Dasatinib,SGC0946,0.25,0,33.63728939,uM,uM
8,Dasatinib,SGC0946,0,0.15625,96.82290028,uM,uM
8,Dasatinib,SGC0946,0,0.3125,97.95982564,uM,uM
8,Dasatinib,SGC0946,0,0.625,101.5503528,uM,uM
8,Dasatinib,SGC0946,0,1.25,95.96009527,uM,uM
8,Dasatinib,SGC0946,0,2.5,96.20275918,uM,uM
8,Dasatinib,SGC0946,0,5,88.79252236,uM,uM
8,Dasatinib,SGC0946,0,10,60.3693884,uM,uM
8,Dasatinib,SGC0946,0,20,46.1241181,uM,uM
8,Dasatinib,SGC0946,0.001953125,0.15625,90.33991935,uM,uM
8,Dasatinib,SGC0946,0.00390625,0.3125,80.37440046,uM,uM
8,Dasatinib,SGC0946,0.0078125,0.625,75.30663135,uM,uM
8,Dasatinib,SGC0946,0.015625,1.25,66.464632,uM,uM
8,Dasatinib,SGC0946,0.03125,2.5,57.86225054,uM,uM
8,Dasatinib,SGC0946,0.0625,5,37.62497912,uM,uM
8,Dasatinib,SGC0946,0.125,10,35.51316009,uM,uM
8,Dasatinib,SGC0946,0.25,20,44.38697592,uM,uM
8,Dasatinib,SGC0946,0.001953125,0,92.74772803,uM,uM
8,Dasatinib,SGC0946,0.00390625,0,93.74662101,uM,uM
8,Dasatinib,SGC0946,0.0078125,0,91.14126097,uM,uM
8,Dasatinib,SGC0946,0.015625,0,83.84007414,uM,uM
8,Dasatinib,SGC0946,0.03125,0,73.83054862,uM,uM
8,Dasatinib,SGC0946,0.0625,0,59.74306825,uM,uM
8,Dasatinib,SGC0946,0.125,0,42.84941946,uM,uM
8,Dasatinib,SGC0946,0.25,0,31.37759699,uM,uM
8,Dasatinib,SGC0946,0,0.15625,107.0708633,uM,uM
8,Dasatinib,SGC0946,0,0.3125,104.8075684,uM,uM
8,Dasatinib,SGC0946,0,0.625,105.4571701,uM,uM
8,Dasatinib,SGC0946,0,1.25,106.4831284,uM,uM
8,Dasatinib,SGC0946,0,2.5,97.08968113,uM,uM
8,Dasatinib,SGC0946,0,5,84.60804784,uM,uM
8,Dasatinib,SGC0946,0,10,56.85561828,uM,uM
8,Dasatinib,SGC0946,0,20,48.76653004,uM,uM
8,Dasatinib,SGC0946,0.001953125,0.15625,78.18859589,uM,uM
8,Dasatinib,SGC0946,0.00390625,0.3125,86.27916609,uM,uM
8,Dasatinib,SGC0946,0.0078125,0.625,85.45630264,uM,uM
8,Dasatinib,SGC0946,0.015625,1.25,75.65925721,uM,uM
8,Dasatinib,SGC0946,0.03125,2.5,68.8223112,uM,uM
8,Dasatinib,SGC0946,0.0625,5,54.57959409,uM,uM
8,Dasatinib,SGC0946,0.125,10,38.10023471,uM,uM
8,Dasatinib,SGC0946,0.25,20,43.60624051,uM,uM
8,Dasatinib,SGC0946,0.001953125,0,88.27174985,uM,uM
8,Dasatinib,SGC0946,0.00390625,0,89.02295882,uM,uM
8,Dasatinib,SGC0946,0.0078125,0,86.36555707,uM,uM
8,Dasatinib,SGC0946,0.015625,0,78.60932438,uM,uM
8,Dasatinib,SGC0946,0.03125,0,66.86698906,uM,uM
8,Dasatinib,SGC0946,0.0625,0,51.42494953,uM,uM
8,Dasatinib,SGC0946,0.125,0,37.97830884,uM,uM
8,Dasatinib,SGC0946,0.25,0,28.57411146,uM,uM
8,Dasatinib,SGC0946,0,0.15625,101.0016959,uM,uM
8,Dasatinib,SGC0946,0,0.3125,98.62747315,uM,uM
8,Dasatinib,SGC0946,0,0.625,96.2035048,uM,uM
8,Dasatinib,SGC0946,0,1.25,100.0158282,uM,uM
8,Dasatinib,SGC0946,0,2.5,91.29225551,uM,uM
8,Dasatinib,SGC0946,0,5,80.72357264,uM,uM
8,Dasatinib,SGC0946,0,10,56.69191634,uM,uM
8,Dasatinib,SGC0946,0,20,42.54004145,uM,uM
8,Dasatinib,SGC0946,0.001953125,0.15625,88.75908741,uM,uM
8,Dasatinib,SGC0946,0.00390625,0.3125,85.28428094,uM,uM
8,Dasatinib,SGC0946,0.0078125,0.625,85.16180696,uM,uM
8,Dasatinib,SGC0946,0.015625,1.25,78.65969507,uM,uM
8,Dasatinib,SGC0946,0.03125,2.5,66.13123557,uM,uM
8,Dasatinib,SGC0946,0.0625,5,47.1524801,uM,uM
8,Dasatinib,SGC0946,0.125,10,37.08606152,uM,uM
8,Dasatinib,SGC0946,0.25,20,44.19740292,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0,86.92411924,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0,81.75450058,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0,77.43902439,uM,uM
9,Dasatinib,Sorafenib,0.015625,0,65.31286295,uM,uM
9,Dasatinib,Sorafenib,0.03125,0,55.91245645,uM,uM
9,Dasatinib,Sorafenib,0.0625,0,42.28368177,uM,uM
9,Dasatinib,Sorafenib,0.125,0,34.27700348,uM,uM
9,Dasatinib,Sorafenib,0.25,0,34.28426249,uM,uM
9,Dasatinib,Sorafenib,0,0.01953125,94.65129528,uM,uM
9,Dasatinib,Sorafenib,0,0.0390625,100.9618285,uM,uM
9,Dasatinib,Sorafenib,0,0.078125,100.3284292,uM,uM
9,Dasatinib,Sorafenib,0,0.15625,97.3893227,uM,uM
9,Dasatinib,Sorafenib,0,0.3125,97.29883709,uM,uM
9,Dasatinib,Sorafenib,0,0.625,100.5496163,uM,uM
9,Dasatinib,Sorafenib,0,1.25,91.8294849,uM,uM
9,Dasatinib,Sorafenib,0,2.5,85.8574349,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0.01953125,79.30555085,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0.0390625,72.40853142,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0.078125,70.63849988,uM,uM
9,Dasatinib,Sorafenib,0.015625,0.15625,60.95758028,uM,uM
9,Dasatinib,Sorafenib,0.03125,0.3125,56.46468414,uM,uM
9,Dasatinib,Sorafenib,0.0625,0.625,38.81410148,uM,uM
9,Dasatinib,Sorafenib,0.125,1.25,31.84700417,uM,uM
9,Dasatinib,Sorafenib,0.25,2.5,35.68885423,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0,86.26231208,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0,79.4749315,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0,76.70887951,uM,uM
9,Dasatinib,Sorafenib,0.015625,0,64.57824187,uM,uM
9,Dasatinib,Sorafenib,0.03125,0,57.21321188,uM,uM
9,Dasatinib,Sorafenib,0.0625,0,43.7384285,uM,uM
9,Dasatinib,Sorafenib,0.125,0,31.04125009,uM,uM
9,Dasatinib,Sorafenib,0.25,0,28.54180552,uM,uM
9,Dasatinib,Sorafenib,0,0.01953125,97.96518116,uM,uM
9,Dasatinib,Sorafenib,0,0.0390625,98.83565211,uM,uM
9,Dasatinib,Sorafenib,0,0.078125,102.3472956,uM,uM
9,Dasatinib,Sorafenib,0,0.15625,97.99866081,uM,uM
9,Dasatinib,Sorafenib,0,0.3125,99.70984302,uM,uM
9,Dasatinib,Sorafenib,0,0.625,97.73454356,uM,uM
9,Dasatinib,Sorafenib,0,1.25,100.0297597,uM,uM
9,Dasatinib,Sorafenib,0,2.5,85.46611115,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0.01953125,78.98300352,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0.0390625,73.50713712,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0.078125,61.98652846,uM,uM
9,Dasatinib,Sorafenib,0.015625,0.15625,60.52071336,uM,uM
9,Dasatinib,Sorafenib,0.03125,0.3125,55.69050361,uM,uM
9,Dasatinib,Sorafenib,0.0625,0.625,39.37109552,uM,uM
9,Dasatinib,Sorafenib,0.125,1.25,28.99172861,uM,uM
9,Dasatinib,Sorafenib,0.25,2.5,28.96380833,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0,82.1395613,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0,81.4474338,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0,77.4756868,uM,uM
9,Dasatinib,Sorafenib,0.015625,0,67.92432739,uM,uM
9,Dasatinib,Sorafenib,0.03125,0,58.94086747,uM,uM
9,Dasatinib,Sorafenib,0.0625,0,48.98487968,uM,uM
9,Dasatinib,Sorafenib,0.125,0,36.86377511,uM,uM
9,Dasatinib,Sorafenib,0.25,0,34.18399943,uM,uM
9,Dasatinib,Sorafenib,0,0.01953125,96.71377113,uM,uM
9,Dasatinib,Sorafenib,0,0.0390625,99.54373326,uM,uM
9,Dasatinib,Sorafenib,0,0.078125,101.675441,uM,uM
9,Dasatinib,Sorafenib,0,0.15625,93.67691881,uM,uM
9,Dasatinib,Sorafenib,0,0.3125,97.73344417,uM,uM
9,Dasatinib,Sorafenib,0,0.625,90.41100951,uM,uM
9,Dasatinib,Sorafenib,0,1.25,88.76327699,uM,uM
9,Dasatinib,Sorafenib,0,2.5,87.2263785,uM,uM
9,Dasatinib,Sorafenib,0.001953125,0.01953125,79.55870482,uM,uM
9,Dasatinib,Sorafenib,0.00390625,0.0390625,78.12359853,uM,uM
9,Dasatinib,Sorafenib,0.0078125,0.078125,72.12485425,uM,uM
9,Dasatinib,Sorafenib,0.015625,0.15625,61.93559961,uM,uM
9,Dasatinib,Sorafenib,0.03125,0.3125,54.15732353,uM,uM
9,Dasatinib,Sorafenib,0.0625,0.625,42.86303704,uM,uM
9,Dasatinib,Sorafenib,0.125,1.25,35.69109337,uM,uM
9,Dasatinib,Sorafenib,0.25,2.5,37.40604539,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0,81.59348,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0,75.68361985,uM,uM
10,Dasatinib,Vorinostat,0.0078125,0,74.16495947,uM,uM
10,Dasatinib,Vorinostat,0.015625,0,64.44731451,uM,uM
10,Dasatinib,Vorinostat,0.03125,0,52.64986194,uM,uM
10,Dasatinib,Vorinostat,0.0625,0,44.76707936,uM,uM
10,Dasatinib,Vorinostat,0.125,0,36.45230249,uM,uM
10,Dasatinib,Vorinostat,0.25,0,34.11418901,uM,uM
10,Dasatinib,Vorinostat,0,0.3125,101.4900264,uM,uM
10,Dasatinib,Vorinostat,0,0.625,105.7101658,uM,uM
10,Dasatinib,Vorinostat,0,1.25,101.754386,uM,uM
10,Dasatinib,Vorinostat,0,2.5,96.87575102,uM,uM
10,Dasatinib,Vorinostat,0,5,94.08315309,uM,uM
10,Dasatinib,Vorinostat,0,10,86.54650324,uM,uM
10,Dasatinib,Vorinostat,0,20,71.44917087,uM,uM
10,Dasatinib,Vorinostat,0,40,60.98534006,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0.3125,85.96441009,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0.625,86.55439467,uM,uM
10,Dasatinib,Vorinostat,0.0078125,1.25,67.47769667,uM,uM
10,Dasatinib,Vorinostat,0.015625,2.5,61.96269262,uM,uM
10,Dasatinib,Vorinostat,0.03125,5,51.60059157,uM,uM
10,Dasatinib,Vorinostat,0.0625,10,42.95596584,uM,uM
10,Dasatinib,Vorinostat,0.125,20,43.7336005,uM,uM
10,Dasatinib,Vorinostat,0.25,40,49.69228567,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0,87.63874874,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0,85.58508054,uM,uM
10,Dasatinib,Vorinostat,0.0078125,0,76.31460926,uM,uM
10,Dasatinib,Vorinostat,0.015625,0,72.23343424,uM,uM
10,Dasatinib,Vorinostat,0.03125,0,61.82307434,uM,uM
10,Dasatinib,Vorinostat,0.0625,0,44.37156632,uM,uM
10,Dasatinib,Vorinostat,0.125,0,34.77968382,uM,uM
10,Dasatinib,Vorinostat,0.25,0,31.57304631,uM,uM
10,Dasatinib,Vorinostat,0,0.3125,96.18612417,uM,uM
10,Dasatinib,Vorinostat,0,0.625,99.31455688,uM,uM
10,Dasatinib,Vorinostat,0,1.25,97.7151896,uM,uM
10,Dasatinib,Vorinostat,0,2.5,91.54473688,uM,uM
10,Dasatinib,Vorinostat,0,5,85.69357177,uM,uM
10,Dasatinib,Vorinostat,0,10,73.17984094,uM,uM
10,Dasatinib,Vorinostat,0,20,59.73900435,uM,uM
10,Dasatinib,Vorinostat,0,40,52.38806626,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0.3125,85.76225191,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0.625,81.06156429,uM,uM
10,Dasatinib,Vorinostat,0.0078125,1.25,74.02433135,uM,uM
10,Dasatinib,Vorinostat,0.015625,2.5,65.05530897,uM,uM
10,Dasatinib,Vorinostat,0.03125,5,52.61826461,uM,uM
10,Dasatinib,Vorinostat,0.0625,10,43.02830991,uM,uM
10,Dasatinib,Vorinostat,0.125,20,43.91601315,uM,uM
10,Dasatinib,Vorinostat,0.25,40,49.77270811,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0,89.47264985,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0,83.36062889,uM,uM
10,Dasatinib,Vorinostat,0.0078125,0,82.561415,uM,uM
10,Dasatinib,Vorinostat,0.015625,0,77.13069112,uM,uM
10,Dasatinib,Vorinostat,0.03125,0,63.95676384,uM,uM
10,Dasatinib,Vorinostat,0.0625,0,52.95774648,uM,uM
10,Dasatinib,Vorinostat,0.125,0,45.10972814,uM,uM
10,Dasatinib,Vorinostat,0.25,0,42.76449394,uM,uM
10,Dasatinib,Vorinostat,0,0.3125,106.9109195,uM,uM
10,Dasatinib,Vorinostat,0,0.625,115.1532567,uM,uM
10,Dasatinib,Vorinostat,0,1.25,110.9698276,uM,uM
10,Dasatinib,Vorinostat,0,2.5,99.38218391,uM,uM
10,Dasatinib,Vorinostat,0,5,92.35632184,uM,uM
10,Dasatinib,Vorinostat,0,10,82.56465517,uM,uM
10,Dasatinib,Vorinostat,0,20,71.09195402,uM,uM
10,Dasatinib,Vorinostat,0,40,67.77298851,uM,uM
10,Dasatinib,Vorinostat,0.001953125,0.3125,76.35996219,uM,uM
10,Dasatinib,Vorinostat,0.00390625,0.625,81.17075715,uM,uM
10,Dasatinib,Vorinostat,0.0078125,1.25,75.46038265,uM,uM
10,Dasatinib,Vorinostat,0.015625,2.5,65.91049835,uM,uM
10,Dasatinib,Vorinostat,0.03125,5,56.53661875,uM,uM
10,Dasatinib,Vorinostat,0.0625,10,51.03484241,uM,uM
10,Dasatinib,Vorinostat,0.125,20,52.15605749,uM,uM
10,Dasatinib,Vorinostat,0.25,40,59.18320785,uM,uM
